English,Bangla
Hourly,ঘণ্টায়
Of Summer,গ্রীষ্মের
The Lectern,লেকটার্ন
Senior,ঊর্ধ্বতন
Wrestling,কুস্তি
The Sauce,চাটনি
Of The Group,গ্রুপের
The Bear,ভাল্লুকটি
The Pool,পুল
Fazlami,ফাজলামি
Lately,সম্প্রতি
The Prisoners,প্রিজনার্স
Stark'S,স্টার্ক'স
Fences,বেড়া
Of Medicine,মেডিসিনের
Appropriately,যথাযথভাবে
Grandson,নাতি
Evening,সন্ধ্যা
Flying,উড়ন্ত
The Look,চাহনি
Harmful,ক্ষতিকর
Won'T Do,করবে না
Effective,কার্যকরী
Basis,ভিত্তি
In The Form Of,এর আকারে
The Question Is,প্রশ্ন হচ্ছে
Minor,গৌণ
Forget It,ভুলে যাও
The Heat,গরম
Weasley,উইজলি
In The Box,বাক্সে
Technology,প্রযুক্তি
Guruji,গুরুজী
Of Knowledge,জ্ঞানের
On The Shore,তীরে
Constructed,নির্মাণ করা হয়েছে
Literate,শিক্ষিত
Editing:,সম্পাদনা:
Mowgli,মোগলি
Intolerable,অসহনীয়
Submissive,আজ্ঞাবহ
The Demon,দৈত্য
The Speech,বক্তৃতা
Seven O'Clock,সাতটা বাজে
An Orphan,একজন এতিম
Calli,কলি
The Toilet,টয়লেট
Of Magicians,যাদুকরদের
In Comfort,আরামে
The Guardian,অভিভাবক
In The Case,এই ক্ষেত্রে
Living Life,বাঁচার জীবন
Led By,দ্বারা চালিত
Furti,ফুর্তি
Active,সক্রিয়
Injection,ইনজেকশন
As Well,যেমন
Shimul,শিমুল
To Feel,অনুভব করতে
Of The Card,কার্ডের
Jaggu,জগ্গু
In The Campaign,ক্যাম্পেইনে
Adjourned,স্থগিত
Of The Rules,নিয়মের
In The Center,কেন্দ্রে
Penalty,পেনাল্টি
Blackwood,কাল কাঠ
Of There,সেখানকার
On The Wire,তারের মাধ্যমে
In The System,পদ্ধতিতে
Applause,করতালি
Skynet,স্কাইনেট
Rhythm,ছন্দ
Of The Court,আদালতের
Presence,উপস্থিতি
Neytiri,নেইতিরি
Of The Dragon,ড্রাগনের
Of The System,সিস্টেমের
Saturday,শনিবার
Brief,সংক্ষিপ্ত
Competitor,প্রতিযোগী
You Made,তুমি তৈরী করেছিলে
Step By Step,ধাপে ধাপে
To Blame,দোষারোপ করা
Sincere,আন্তরিক
Beating,মারধর
Single,একক
Very Well,খুব ভাল
I Brought,আমি এনেছি
Hannah,হান্না
Count,গণনা
Doesn'T Come,আসে না
Have Known,জানতে পারলাম
In The Story,গল্পে
The Society,সমাজ
Startled,চমকে উঠল
Neville,নেভিল
Smith,স্মিথ
I Won'T Say,আমি বলব না
The Slap,চড়
Few Days,কিছু দিন
Humpty,হাম্পটি
Anastasia,আনাস্তাসিয়া
Of Decision,সিদ্ধান্তের
To Block,অবরোধ
Of The Prince,রাজকুমারের
Mills:,মিলস:
Absent,অনুপস্থিত
Withdrawal,উত্তোলন
Glinda,গ্লিন্ডা
Gemma,জেমা
The Pink,গোলাপী
I Don'T Feel,আমি অনুভব করি না
Hudson,হাডসন
The Fifth,পঞ্চম
Of Magnitude,মাত্রার
Of The Bag,ব্যাগের
Hardly,কঠিনভাবে
Bungdong,বুংডং
The Criminals,অপরাধীরা
Tattoo,ট্যাটু
The Castle,দুর্গ
In France,ফ্রান্সে
Diamond,হীরা
April,এপ্রিল
Tracerect,Tracerect
Cheese,পনির
Jacket,জ্যাকেট
Templeton,টেম্পলটন
The Glow,দ্য গ্লো
Beans,মটরশুটি
Cha2Ebca,Cha2Ebca
In Which,যা
Will Look,চেহারা হবে
Nicely,সুন্দরভাবে
Move Around,চারিদিকে ঘোরা
The Ground,স্থল
Of Shadow,ছায়ার
Decrease,হ্রাস
Intact,অক্ষত
In Appearance,দেখতে
Image,ছবি
Literally,আক্ষরিক অর্থে
In Line,সঙ্গতিপূর্ণভাবে
Of The Jinns,জ্বীনদের
Lonely,একাকী
Of Paris,প্যারিসের
Three Times,তিন বার
Of The Organization,সংস্থার
For Sale,বিক্রির জন্য
Puzzle,ধাঁধা
Glover,দস্তানা
Was Coming,আসিতেছে
Disciple,শিষ্য
Teach,শেখান
Chinese,চাইনিজ
Will Look For,খুঁজবে
The Industry,শিল্প
On The Mountain,পাহাড়ে
Click,ক্লিক
E-Mail,ই-মেইল
The Band,দল
Yitzhak,ইতজাক
Commander,সেনাপতি
Of Zeus,জিউসের
Of Aircraft,বিমানের
Comment,মন্তব্য করুন
Minamma,মিনাম্মা
Illness,অসুস্থতা
Of London,লন্ডনের
Of Making,মেকিং এর
The Human Race,মানব জাতি
If You Think,যদি তুমি ভাবো
Of Rome,রোমের
Carving,খোদাই
In The Toilet,শৌচাগারে
Fallen,পতিত
Tuesday,মঙ্গলবার
By Then,ততক্ষণে
Honesty,সততা
Nails,নখ
Is Back,ফিরে এসেছে
Of The Bridge,ব্রিজের
Electric,বৈদ্যুতিক
The Collar,কলার
Elizabeth,এলিজাবেথ
Gotta,আছে
Abandoned,পরিত্যক্ত
Tears,অশ্রু
Transformed,রূপান্তরিত
His Too,তারও
Jacob,জ্যাকব
Of The Number,সংখ্যার
Suffering,ভোগান্তি
Simply,কেবল
The Works,কাজগুলো
Join In,যোগ দিতে
Garage,গ্যারেজ
By Beating,মারধর করে
Walking,হাঁটা
Angier,রাগান্বিত
Measure,পরিমাপ করা
You Got,আপনি পেয়েছেন
Raven,কাক
Reacher,রিচার
Will Increase,বৃদ্ধি হবে
Ruins,ধ্বংসাবশেষ
To The Child,শিশুর কাছে
For This,এই জন্য
Sir'S,স্যারের
Crippled,পঙ্গু
Uprooted,উপড়ে ফেলা
The Saint,সাধু
Civilized,সভ্য
Of Prayer,প্রার্থনার
The Seal,সীল
Of Use,ব্যবহার
Exception,ব্যতিক্রম
Success,সফলতা
Obedience,আনুগত্য
The American,আমেরিকান
Clearly,পরিষ্কারভাবে
Of Glass,কাচের
Unless,যদি না
Letters,চিঠিপত্র
Bravo,ব্রাভো
Irene,আইরিন
Candy,ক্যান্ডি
Hakan,হাকান
The Cheat,প্রতারক
Of Research,গবেষণার
The Piano,পিয়ানো
Thousands Of,হাজার
I Would Throw,আমি নিক্ষেপ করব
To Explain,ব্যাখ্যা করতে
Attractive,আকর্ষনীয়
Connors,কনরস
Fridge,ফ্রিজ
Has Done,হয়েছে
Stands Up,উঠে দাঁড়ায়
Sadik,সাদিক
Merida,মেরিডা
Of The Cloud,মেঘের
The Waiter,ওয়েটার
Trafficking,পাচার
Somerset:,সমারসেট:
Supposedly,অনুমিত
On Account Of,কারণে
Shooting,শুটিং
Layer,স্তর
Sophie,সোফি
Butter,মাখন
I Caught,আমি ধরেছি
Of The Program,প্রোগ্রামের
Flowing,প্রবাহিত
Will Dance,নাচবে
Stewart,স্টুয়ার্ট
Neighborhood,পাড়া
A Few Times,কয়েক বার
Sudden,আকস্মিক
Abstinence,পরিহার
Harley,হারলে
Surveillance,নজরদারি
France,ফ্রান্স
Dwalin,ডোয়ালিন
The Robber,ডাকাতটি
Carol,ক্যারল
Whoever,যেই হোক
Tiger,বাঘ
Pakistan,পাকিস্তান
In Person,ব্যাক্তিগতভাবে
Sully,সুলি
Just Come,শুধু আসা
Of The Bill,বিলের
The Hunter,শিকারি
Think Too,খুব চিন্তা করুন
Burden,বোঝা
The Food,খাদ্য
At The Top,উপরে
Compensation,ক্ষতিপূরণ
On The Other Side,অন্যদিকে
Bubble,বুদ্বুদ
In The Region,এ অঞ্চলের
Sethu,সেতু
Carter,কার্টার
Sohag,সোহাগ
Chemistry,রসায়ন
Bamboo,বাঁশ
Anand,আনন্দ
Of Service,সেবার
The Wolf,নেকড়েটি
Divided,বিভক্ত
To The,প্রতি
Effort,প্রচেষ্টা
Is Burning,জ্বলছে
Loved,ভালবাসত
From All,সব থেকে
Next Time,পরের বার
The Couple,দম্পতি
Theory,তত্ত্ব
Rhodes,রোডস
Go Around,চারদিকে যাও
To Feed,খাওয়ানোর জন্য
Vegetable,শাকসবজি
The Trident,ত্রিশূল
Yango,ইয়াঙ্গো
Meditation,ধ্যান
Reputation,খ্যাতি
The Hammer,হাতুড়ি
Cat'S,বিড়াল
In The Nose,নাকে
Of Pig,শূকর এর
The Trip,যাত্রা
Of The Robot,রোবটের
In The Hair,চুলে
On A Horse,একটি ঘোড়ায়
Later On,পরে
Compassion,সমবেদনা
Couldn'T,পারেনি
Increasing,ক্রমবর্ধমান
Hong Kong,হংকং
Ganesha,গণেশ
Cards,তাস
As Well As,যেমন ওয়েল
Earned,অর্জিত
Sunday,রবিবার
Flynn,ফ্লিন
For Free,বিনামুল্যে
Michelle,মিশেল
Closed,বন্ধ
Conspiracy,ষড়যন্ত্র
Of Operation,অপারেশনের
Rifle,রাইফেল
Infamous,কুখ্যাত
Trivial,নগণ্য
Purple,বেগুনি
Difficulty,অসুবিধা
Of Desire,অফ ডিজায়ার
Alarm,এলার্ম
Of Hell,জাহান্নামের
Long Time,অনেকক্ষণ
To The Party,পার্টিতে
Of The Region,অঞ্চলের
Damaged,ক্ষতিগ্রস্ত
In The Program,প্রোগ্রামে
Just In Time,ঠিক সময়ে
Brown,বাদামী
Exist,বিদ্যমান
Zindabad,জিন্দাবাদ
In Number,সংখ্যায়
Customer,ক্রেতা
Shredder,শ্রেডার
Discovered,আবিষ্কৃত
Profile,প্রোফাইল
Spoon,চামচ
On Facebook,ফেসবুকে
Fat Head,মোটা মাথা
Chicago,শিকাগো
Canal,খাল
Cured,নিরাময়
Permanent,স্থায়ী
Of The Computer,কম্পিউটারের
Shield,ঢাল
Burger,বার্গার
Visit,ভিজিট করুন
Seriously,সিরিয়াসলি
The Rebel,বিদ্রোহী
Abandonment,বিসর্জন
Drinking,মদ্যপান
The Summons,সমন
Tucker:,টাকার:
Russia,রাশিয়া
Beachy,বিচি
Vatican,ভ্যাটিকান
Denisovich,ডেনিসোভিচ
The Clothes,জামাকাপড়
Correction,সংশোধন
Gusto'S,গুস্টো'স
At Noon,দুপুরে
Of Communication,যোগাযোগের
Freddie,ফ্রেডি
Bastard,জারজ
The Summer,গ্রীষ্ম
Listen To,শোনা
Spider,মাকড়সা
Of Class,ক্লাসের
Jiang,জিয়াং
The Policemen,পুলিশ সদস্যরা
The Flute,বাঁশি
Engaged,নিযুক্ত
